customer_id,name,age,city,city_tier,persona,declared_monthly_income,income_type,existing_emi_ratio,expense_ratio,savings_rate,bounce_prob,credit_score,thin_file,engagement_level,actual_monthly_income,monthly_emi_obligation,foir,income_volatility_actual,savings_rate_actual,n_emi_bounces,n_calculator_uses,n_page_visits,n_logins,recency_weighted_engagement,responded_to_past_offer,abandoned_application,repayment_capacity_score,conversion_propensity_score,recommended_product,eligible_loan_amount,converted
CUST00027,Kavya Sharma,25,Indore,Tier 2,Salaried - Stable (IT/PSU),58000,fixed_salary,0.235042510720818,0.3470407790001862,0.2239773227894248,0.01,791.0,False,medium,56634.0,13310.833333333334,0.2350325481748302,0.05345109683550628,0.22396734588174358,0,1,1,12,6,False,False,70.83567505289129,40.7,Auto Loan,852000,0
CUST00028,Anvi Verma,24,Nagpur,Tier 2,Self-Employed - Struggling,27900,business_upi,0.3632739691953454,0.5521531391207266,0.0367890389907931,0.15,645.0,False,high,29320.5,10654.666666666666,0.36338625421349113,0.302920621900243,0.036788822382519626,1,4,7,42,26,True,False,22.41973269898744,100.0,Personal Loan,89000,0
CUST00029,Shaurya Verma,38,Lucknow,Tier 2,Self-Employed - Struggling,29600,business_upi,0.4858036663411028,0.6871468574889646,0.0103726182753698,0.15,636.0,False,high,29098.833333333332,14140.166666666666,0.4859358622625191,0.41673700855952317,0.01036124014135733,1,3,3,42,18,False,False,6.413755859194918,100.0,Personal Loan,0,0
CUST00030,Sara Iyer,28,Delhi,Tier 1,Salaried - Stable (IT/PSU),103800,fixed_salary,0.169801766992903,0.3137582628120038,0.2488568833016262,0.01,759.0,False,medium,101783.0,17282.5,0.16979751038975074,0.04201946603538193,0.24885295186819018,0,2,1,12,12,False,True,78.3976722712707,72.60000000000001,Home Loan,1892000,1
CUST00031,Ishaan Sharma,50,Indore,Tier 2,Gig Worker (Delivery/Freelance),32600,gig_multi_platform,0.1980964476566099,0.6015646214304315,0.1317104135115461,0.08,719.0,False,medium_high,32569.666666666668,6452.666666666667,0.19811890409276525,0.5840867555991739,0.13172276862929722,0,3,5,16,12,False,False,47.804453214113046,93.50000000000001,Auto Loan,235000,1
CUST00032,Ishaan Pillai,28,Bangalore,Tier 1,Salaried - Stable (IT/PSU),76400,fixed_salary,0.1310895819549981,0.3563512542915789,0.2421259309613886,0.01,801.0,False,medium,76701.16666666667,10054.166666666666,0.1310823173050388,0.07090905585152887,0.2421193071813336,0,0,2,6,6,False,False,79.98855432623684,27.500000000000004,Auto Loan,1415000,0
CUST00033,Shaurya Verma,38,Indore,Tier 2,Salaried - Stable (IT/PSU),98900,fixed_salary,0.1184596935425466,0.3847151545127453,0.2553360447944504,0.01,809.0,False,medium,97893.0,11596.0,0.1184558650771761,0.05229559155752364,0.25532979886202284,0,2,3,15,12,False,False,82.6721685473296,72.05000000000001,Home Loan,1751000,1
CUST00034,Aarav Reddy,30,Patna,Tier 3,Over-Leveraged Customer,118800,fixed_salary,0.6264168616899977,0.4121813729549493,0.0055936940294667,0.1,655.0,False,high,120148.83333333333,75262.66666666667,0.6264119640501434,0.10762278312871375,0.005590288711362158,1,4,9,37,20,False,True,11.54485146071847,100.0,Home Loan,0,0
CUST00035,Arjun Nair,24,Jaipur,Tier 2,Dormant/Uninterested,124900,fixed_salary,0.09623875248952,0.479796297748518,0.2592244609776083,0.01,762.0,False,none,117959.16666666667,11351.333333333334,0.09623104040239913,0.14045633410770073,0.25922105813452395,0,0,0,0,0,False,False,81.59043705961774,0.0,Home Loan,1801000,0
CUST00036,Vivaan Pillai,44,Hyderabad,Tier 1,Young Professional - New to Credit,50500,fixed_salary,0.0353678634614618,0.4119767038287739,0.5749425447082183,0.01,,True,high,48600.833333333336,1718.5,0.03535947600349788,0.03878333886135217,0.5749318427324634,0,5,7,39,26,False,False,95.73968224470799,100.0,Auto Loan,967000,1
CUST00037,Sara Bose,31,Hyderabad,Tier 1,Salaried - Variable (Sales/Incentive-based),91900,variable_salary,0.3762832409326649,0.3549572723796377,0.2104846707632623,0.05,764.0,False,medium_high,84565.16666666667,31820.0,0.37627786066366964,0.3736132541169245,0.21047870380042216,0,2,5,23,14,False,False,46.857318923065144,98.45,Home Loan,818000,0
CUST00038,Shaurya Das,48,Patna,Tier 3,Salaried - Stable (IT/PSU),136400,fixed_salary,0.2574749018270942,0.3216191252805914,0.3744333565812179,0.01,768.0,False,medium,134052.83333333334,34514.5,0.2574693808535689,0.04522232632972221,0.3744294848921507,0,2,1,8,4,False,True,77.51697640299092,57.2,Home Loan,2031000,0
CUST00039,Navya Verma,34,Bhopal,Tier 2,Gig Worker (Delivery/Freelance),23700,gig_multi_platform,0.1334385320808713,0.7320066365497258,0.0898465978564783,0.08,710.0,False,medium_high,26612.333333333332,3551.1666666666665,0.13344063529441236,0.23475267857962462,0.08983929756879644,0,3,5,15,10,False,False,62.47815942994585,89.65,Personal Loan,129000,1
CUST00040,Krishna Menon,26,Pune,Tier 1,Self-Employed - Thriving,157300,business_upi,0.3187322326544161,0.3662299736428814,0.1555201070239271,0.02,774.0,False,medium,151521.16666666666,48297.166666666664,0.31874864567876654,0.17165617406123487,0.15552612561281318,0,2,4,14,12,True,False,54.66619685477644,97.9,Home Loan,1718000,1
CUST00041,Krishna Sharma,38,Mumbai,Tier 1,Salaried - Stable (IT/PSU),60800,fixed_salary,0.1627354628389982,0.4212417706612286,0.3022846119338956,0.01,800.0,False,medium,60786.333333333336,9891.833333333334,0.1627312060276707,0.06946832630837876,0.30227737594525084,0,2,3,9,6,False,False,81.98871576055085,55.550000000000004,Auto Loan,911000,0
CUST00042,Sriya Pillai,34,Pune,Tier 1,Self-Employed - Thriving,89800,business_upi,0.3113021739400208,0.4373714293829053,0.3380526240795106,0.02,761.0,False,medium,95495.16666666667,29730.333333333332,0.31132814749786636,0.25202410947896275,0.3380799377280874,0,3,3,12,8,False,False,65.70955211143017,71.5,Home Loan,864000,1
CUST00043,Rayaan Reddy,49,Delhi,Tier 1,Salaried - Stable (IT/PSU),144900,fixed_salary,0.2326774952531088,0.3249250631328735,0.3800093670194183,0.01,793.0,False,medium,144239.16666666666,33560.5,0.23267258661829024,0.053210917839295595,0.38000543079491816,0,2,2,8,4,False,False,79.23792744170385,46.2,Home Loan,2297000,0
CUST00044,Kavya Patel,48,Jaipur,Tier 2,Over-Leveraged Customer,84100,fixed_salary,0.5551115834432271,0.4880727341460366,0.0338658972636366,0.1,630.0,False,high,86025.0,47753.0,0.5551060738157513,0.12655952215469615,0.03386031192482806,1,7,7,52,34,False,False,13.019788617717186,100.0,Home Loan,0,0
CUST00045,Sai Iyer,41,Lucknow,Tier 2,Salaried - Variable (Sales/Incentive-based),72900,variable_salary,0.2573827433737854,0.4359776299979669,0.1869977171793523,0.05,,True,medium_high,77496.83333333333,19945.833333333332,0.25737610784096554,0.3017620209451952,0.18699043616835956,0,2,5,25,20,False,True,57.31338522348173,100.0,Auto Loan,856000,1
CUST00046,Shaurya Gupta,50,Bhopal,Tier 2,Gig Worker (Delivery/Freelance),31900,gig_multi_platform,0.2190603098659003,0.7919664007366073,0.1235961445940221,0.08,,True,medium_high,37738.666666666664,8267.833333333334,0.2190812252685133,0.2982216682251701,0.12360002119841719,0,4,2,20,10,True,False,55.78844228702559,100.0,Auto Loan,0,1
CUST00047,Aditya Patel,54,Patna,Tier 3,Salaried - Variable (Sales/Incentive-based),78000,variable_salary,0.3502276275081464,0.4845591341114334,0.1336960998995932,0.05,765.0,False,medium_high,103979.33333333333,36416.0,0.35022344183780113,0.23588582405330777,0.1336932339118671,0,3,5,20,20,False,False,48.16700408860906,100.0,Home Loan,619000,1
CUST00048,Rayaan Sharma,23,Mumbai,Tier 1,Self-Employed - Struggling,33600,business_upi,0.3145656458369138,0.5828882021995438,0.0351906152295085,0.15,667.0,False,high,24769.5,7795.333333333333,0.314715005685756,0.5394025703879348,0.035184400169563375,0,4,8,55,24,False,False,32.72842201820536,100.0,Personal Loan,91000,0
CUST00049,Rayaan Bose,46,Bhopal,Tier 2,Self-Employed - Struggling,39000,business_upi,0.4375244826161039,0.6785319652422732,0.0444176226169008,0.15,,True,high,49119.166666666664,21495.833333333332,0.4376261812259301,0.3816738080456657,0.04441918463600428,1,4,7,41,26,False,False,14.143461078756019,100.0,Auto Loan,0,0
CUST00050,Vihaan Das,49,Hyderabad,Tier 1,Salaried - Stable (IT/PSU),67600,fixed_salary,0.1100436770281281,0.3498396559319943,0.3696672694703319,0.01,786.0,False,medium,70637.5,7772.5,0.11003362236772253,0.0395387196230725,0.3696572877956704,0,2,2,9,8,False,False,89.66388268178386,52.25000000000001,Auto Loan,1374000,0
CUST00051,Diya Sharma,51,Patna,Tier 3,Dormant/Uninterested,115600,fixed_salary,0.1632875020333669,0.3885146850536053,0.2630013014663367,0.01,781.0,False,none,119594.33333333333,19527.666666666668,0.16328254125752895,0.05914235357608143,0.262997410691142,0,0,0,0,0,False,False,79.36979523123688,0.0,Home Loan,1930000,0
CUST00052,Kavya Rao,50,Bangalore,Tier 1,Young Professional - New to Credit,52300,fixed_salary,0.0259191548465019,0.3494479475019319,0.5275322873552313,0.01,,True,high,52156.666666666664,1351.3333333333333,0.02590911995909759,0.03735514718541465,0.527522847830255,0,4,6,59,44,True,False,96.55657598463817,100.0,Auto Loan,1173000,1
CUST00053,Kavya Gupta,37,Pune,Tier 1,Over-Leveraged Customer,86400,fixed_salary,0.5339618841553285,0.4786053665580633,0.0040288828828834,0.1,638.0,False,high,84664.83333333333,45207.333333333336,0.5339564439387467,0.04054935510859391,0.00402174062824195,0,6,7,38,28,True,False,30.591381804170275,100.0,Home Loan,0,0
CUST00054,Arjun Verma,46,Meerut,Tier 3,Over-Leveraged Customer,69200,fixed_salary,0.5327203477595209,0.3931848606702301,0.0031132855291792,0.1,653.0,False,high,69138.66666666667,36831.166666666664,0.5327144482585721,0.1240863022580471,0.00310728198403209,0,3,8,51,40,True,False,27.616068958568373,100.0,Auto Loan,185000,1
CUST00055,Ananya Rao,23,Nagpur,Tier 2,Self-Employed - Struggling,38300,business_upi,0.3703517605343649,0.6506950250118771,0.0441379180227641,0.15,,True,high,43581.166666666664,16143.166666666666,0.37041612011304575,0.26579619499741325,0.044132213073690085,1,2,5,46,26,False,False,23.737547231463168,100.0,Auto Loan,0,0
CUST00056,Ananya Nair,36,Bhopal,Tier 2,Over-Leveraged Customer,73200,fixed_salary,0.5340323859245956,0.4358283770056699,0.0202158334568818,0.1,622.0,False,high,76892.66666666667,41062.666666666664,0.5340257848602814,0.08104920070639908,0.020212157206148832,2,8,8,53,38,False,False,0.3420519913480007,100.0,Auto Loan,84000,0
CUST00057,Sai Menon,51,Bangalore,Tier 1,Salaried - Stable (IT/PSU),148100,fixed_salary,0.2183785551255821,0.4325999513672323,0.2167894924324,0.01,813.0,False,medium,148333.83333333334,32392.5,0.21837566839662337,0.03046472001658319,0.21678466252360945,0,0,2,12,10,False,True,72.47369062854722,58.300000000000004,Home Loan,1864000,1
CUST00058,Ananya Sharma,51,Bangalore,Tier 1,Salaried - Stable (IT/PSU),55000,fixed_salary,0.1653691609762617,0.4522459415788054,0.2758252431128273,0.01,764.0,False,medium,54695.833333333336,9044.5,0.16535994515121505,0.06970514388617612,0.27581625657042735,0,0,3,6,4,False,False,79.78267850563131,30.800000000000004,Auto Loan,753000,0
CUST00059,Ananya Patel,27,Bhopal,Tier 2,Salaried - Stable (IT/PSU),51900,fixed_salary,0.1699920687440367,0.430028818649975,0.356246609922179,0.01,819.0,False,medium,51073.0,8681.666666666666,0.16998544566927076,0.04382122297754213,0.35623192946044546,0,1,1,8,6,False,True,84.65361487359755,50.6,Auto Loan,736000,1
CUST00060,Vivaan Das,23,Hyderabad,Tier 1,Salaried - Variable (Sales/Incentive-based),52000,variable_salary,0.230476469156958,0.3752441949748412,0.2004188266929866,0.05,,True,medium_high,49990.833333333336,11521.166666666666,0.23046558535731548,0.2509185253480511,0.20040674123589325,0,4,5,16,8,False,False,62.3297262662196,97.9,Auto Loan,710000,1
CUST00061,Anvi Verma,51,Meerut,Tier 3,Self-Employed - Thriving,136400,business_upi,0.3427469488202417,0.4436714457192016,0.3055583772350865,0.02,768.0,False,medium,135088.33333333334,46304.333333333336,0.3427707796133394,0.18955656316261404,0.305579065549702,0,2,1,5,2,False,False,63.32996049369305,33.550000000000004,Home Loan,1039000,0
CUST00062,Sai Patel,28,Nagpur,Tier 2,Salaried - Variable (Sales/Incentive-based),41500,variable_salary,0.3916345676411792,0.4293308883033254,0.2072522057574202,0.05,754.0,False,medium_high,47299.666666666664,18523.833333333332,0.39162714324977627,0.3009711512548345,0.2072389516487079,1,1,2,19,10,True,True,32.986161325247174,100.0,Auto Loan,305000,0
CUST00063,Aditya Iyer,37,Delhi,Tier 1,Young Professional - New to Credit,50900,fixed_salary,0.0684259039166656,0.4611055927292333,0.5592454433200424,0.01,,True,high,49504.833333333336,3386.8333333333335,0.06841419524692875,0.0420270204500814,0.5592315901814301,0,5,3,53,36,True,False,92.94547744879584,100.0,Auto Loan,839000,1
CUST00064,Anvi Das,24,Jaipur,Tier 2,Self-Employed - Thriving,197200,business_upi,0.279508650811361,0.3025304300331706,0.2340117481683655,0.02,725.0,False,medium,173050.83333333334,48372.333333333336,0.27952672865872746,0.3195481421744392,0.23402564756983738,0,3,4,6,6,False,False,58.40652542810107,64.9,Home Loan,2604000,0
CUST00065,Navya Singh,49,Jaipur,Tier 2,Salaried - Variable (Sales/Incentive-based),78100,variable_salary,0.2870974290015354,0.4967590608026784,0.2448210596857116,0.05,756.0,False,medium_high,71238.5,20451.833333333332,0.28708961212453005,0.4620657654347095,0.24481612236828867,0,3,3,30,18,False,False,53.472583039885166,100.0,Auto Loan,554000,0
CUST00066,Krishna Iyer,52,Bhopal,Tier 2,Self-Employed - Struggling,40200,business_upi,0.4703426320038664,0.6661462037781206,0.0134665159222269,0.15,621.0,False,high,61481.5,28922.0,0.47041793059700887,0.27698953186488096,0.013456622452824562,1,6,3,59,36,False,False,12.93377115846841,100.0,Auto Loan,0,0
CUST00067,Diya Verma,51,Nagpur,Tier 2,Salaried - Stable (IT/PSU),111000,fixed_salary,0.2701905672624918,0.3363679714315383,0.2424239700359478,0.01,752.0,False,medium,108368.0,29279.5,0.270185848220877,0.05258658404827518,0.24242088685466806,0,1,1,6,4,False,False,69.40339578247116,28.6,Home Loan,1535000,0
CUST00068,Krishna Reddy,39,Nagpur,Tier 2,Young Professional - New to Credit,51000,fixed_salary,0.0010151114438677,0.4896125155554062,0.4171225923916042,0.01,,True,high,50943.333333333336,51.333333333333336,0.0010076555650068704,0.05076999143815426,0.417110514951253,0,4,3,56,30,False,True,98.0906602074609,100.0,Auto Loan,934000,1
CUST00069,Ananya Gupta,37,Meerut,Tier 3,Salaried - Stable (IT/PSU),97600,fixed_salary,0.1034486518696745,0.3588471162640995,0.2808802257355856,0.01,781.0,False,medium,96930.0,10026.833333333334,0.10344406616458614,0.029549071947530356,0.2808727948003714,0,0,1,6,2,False,False,86.62272366058528,17.6,Home Loan,1876000,1
CUST00070,Ayaan Patel,45,Bhopal,Tier 2,Dormant/Uninterested,119600,fixed_salary,0.1325582709135018,0.3703621055228336,0.1907490525706356,0.01,849.0,False,none,123859.66666666667,16418.166666666668,0.13255458462399652,0.058098516043115084,0.1907467860132031,0,0,1,0,0,False,False,76.47754101889439,5.5,Home Loan,2217000,1
CUST00071,Ishaan Patel,36,Delhi,Tier 1,Young Professional - New to Credit,51600,fixed_salary,0.0742881063639104,0.4901755120786869,0.5380327108281103,0.01,,True,high,51733.666666666664,3842.3333333333335,0.07427142866347511,0.056506495336775875,0.5380248838602845,0,4,5,40,22,False,False,91.94978044613458,100.0,Auto Loan,811000,1
CUST00072,Rayaan Verma,52,Pune,Tier 1,Salaried - Stable (IT/PSU),122500,fixed_salary,0.156599740654991,0.3201052216181581,0.2388235156182147,0.01,786.0,False,medium,122858.33333333333,19239.0,0.156594994234552,0.042625793738958126,0.23881977887811165,0,1,2,5,6,False,False,78.69276030825716,34.650000000000006,Home Loan,2315000,0
CUST00073,Ayaan Reddy,33,Pune,Tier 1,Salaried - Stable (IT/PSU),51400,fixed_salary,0.2948589862205475,0.4106717933597216,0.3394834785820388,0.01,769.0,False,medium,50853.0,14994.0,0.2948498613651112,0.06395980785383386,0.33947521942330505,0,1,2,7,8,False,False,73.81460814668797,40.150000000000006,Auto Loan,539000,1
CUST00074,Arjun Joshi,53,Delhi,Tier 1,Young Professional - New to Credit,56200,fixed_salary,0.046939694493051,0.388093759627202,0.4368727340780163,0.01,,True,high,56619.166666666664,2657.1666666666665,0.04693051528487114,0.050099884575177736,0.43686619666485144,0,2,6,35,22,False,False,94.39503241721904,100.0,Auto Loan,1152000,1
CUST00075,Vivaan Patel,52,Delhi,Tier 1,Gig Worker (Delivery/Freelance),35600,gig_multi_platform,0.1111123255383459,0.7258891413903996,0.0553609074292533,0.08,,True,medium_high,31830.666666666668,3536.6666666666665,0.11110878398190424,0.33315360469484107,0.055350186403049464,0,3,5,27,20,False,True,58.15792270868019,100.0,Auto Loan,187000,1
CUST00076,Arjun Das,41,Delhi,Tier 1,Gig Worker (Delivery/Freelance),39800,gig_multi_platform,0.2146665167989291,0.7212635302485926,0.1290740829843419,0.08,,True,medium_high,35089.166666666664,7533.166666666667,0.21468639418623983,0.7607209697023627,0.12908067542213883,0,1,3,19,10,False,False,39.90549781828993,67.65,Auto Loan,81000,0
CUST00077,Ayaan Das,55,Lucknow,Tier 2,Young Professional - New to Credit,43500,fixed_salary,0.086016666582618,0.4980062520933596,0.4610760488638721,0.01,,True,high,43168.0,3712.6666666666665,0.08600506548060291,0.04488367876148749,0.46106683963429695,0,5,7,31,14,False,False,91.4177772606576,100.0,Auto Loan,647000,1
CUST00078,Sara Kumar,28,Hyderabad,Tier 1,Salaried - Stable (IT/PSU),112600,fixed_salary,0.1479730355349384,0.4103984491155518,0.2313065230886276,0.01,755.0,False,medium,112108.83333333333,16588.5,0.14796782293396446,0.027601897106701793,0.23130053682953916,0,2,2,6,4,False,False,79.36847830872306,42.900000000000006,Home Loan,1783000,0
CUST00079,Ananya Gupta,52,Pune,Tier 1,Self-Employed - Thriving,87200,business_upi,0.3219213462681045,0.3142359520306958,0.1966847612320051,0.02,742.0,False,medium,105410.16666666667,33936.833333333336,0.3219502862627103,0.43527380218439893,0.19670145669061015,0,1,2,15,8,False,False,48.004779185877865,53.35,Home Loan,1381000,0
